annotation_approver,comment_count,created_at,id,label,text,updated_at,user
,0,2022-01-09T23:08:47.404625Z,64,4,"@f4kr0ls00d Omicron ni so far superinfectios, mudah jangkit. Tapi buat masa sekarang aku tengok dia punya severity tak der la teruk sgt. Cuma aku risau kalau varian omicron combine dgn delta tu akan jadi bahaya",2022-01-09T23:08:47.404625Z,1
,0,2022-01-09T23:08:54.703000Z,65,2,"@Ayynasa @Askrlfess Lah lu nyuruh org mewajarkan hal kyk gtu. Aneh.  Dah tau lagi bahaya malah kesana, apalagi Turki negara yg banyak omicron.",2022-01-09T23:08:54.703000Z,1
,0,2022-01-09T23:08:58.672431Z,66,2,OMICRON NIH BOSS SENGGOL DONG,2022-01-09T23:08:58.672431Z,1
,0,2022-01-09T23:09:02.748377Z,67,4,Cegah Omicron tidak boleh Ada dispensasi karantina ♦️♦️♦️♦️♦️♦️♦️♦️♦️♦️♦️♦️ #DukungPemulihanIndonesia #DukungPemulihanIndonesia  https://t.co/yea0VZa6Id,2022-01-09T23:09:02.748377Z,1
,0,2022-01-09T23:09:11.899024Z,68,2,"@sylvlstari @Askrlfess Kayanya bahasa gue salah si, maksudnya wajar tuh ya karena dia punya penyakit jd wajar gtu loh kena omicron, sedangkan keluarga atta engga. Kenapa wajar? Ya karena imunnya lemah. Bahasa apalagi dah yg sesuai",2022-01-09T23:09:11.899024Z,1
,0,2022-01-09T23:09:19.164910Z,69,4,"@RahmatRRor @Askrlfess Lah kok? Maksudnya wajar tuh, ya wajar dia kena omicron, sedangkan keluarga atta engga ada yg kena. Kenapa wajar kena? Karena dia sakit. Gas dulu pokokknya ya",2022-01-09T23:09:19.164910Z,1
,0,2022-01-09T23:09:29.033822Z,70,3,"ada kaum borjuis (si orkay) dr turki bawa virus omicron tp antikritik &amp; kaum proletar (para missqueeners) bereaksi keras, hehe udahlah jgn terlalu berharap kepedulian dr mereka yg punya ""uang"" &amp; ""kuasa""",2022-01-09T23:09:29.033822Z,1
,0,2022-01-09T23:09:32.753095Z,71,3,"Siapa yg gk bingung dgn 💉C19 sih? Kl anda gk bingung brt sy yg bingung.   Krn @WhoopiGoldberg jg bingung, udah triple 💉C19, gk kemana2 jg, gk nerima tamu jg tp malah terkena Oncom (Omicron) 😂😂😂😂😂  Kl kata beliau waktu (+), “wait, what??!” 🤣🤣😂  #StopPaksaVaksin  https://t.co/MiUcuogJ4c",2022-01-09T23:09:32.753095Z,1
,0,2022-01-09T23:09:40.218816Z,72,1,"Omicron sudah ada transmisi lokal, Jangan sembrono nganggap remeh! Waspada jaga diri buat jaga sesama, 3M kuatkan lagi yok, plus jaga imun tubuh: 1. Olahraga (bentar ae) 2. Isipiring merata ( ada Sayuran+Buah2nya bosku) 3. Tidur cukup 4. Jaga fikiran  https://t.co/QEthao8t4w",2022-01-09T23:09:40.218816Z,1
,0,2022-01-09T23:09:43.843952Z,73,4,Cegah Omicron tidak boleh Ada dispensasi karantina ♦️♦️♦️♦️♦️♦️♦️♦️♦️♦️♦️♦️ #DukungPemulihanIndonesia #DukungPemulihanIndonesia  https://t.co/Qz5bwwh28C,2022-01-09T23:09:43.843952Z,1
,0,2022-01-09T23:09:49.726003Z,74,1,"Hati-hati, Kasus Omicron Masuk di Indonesia  https://t.co/d2dINkfNLG",2022-01-09T23:09:49.726003Z,1
,0,2022-01-09T23:09:54.954714Z,75,1,@kompascom Uangnya itu buat beresin sungai pasti lebih berharga… selama ini gak ada hasil apapun anggota DPRD DKI jalan2 paling2 pulang bawa omicron,2022-01-09T23:09:54.954714Z,1
,0,2022-01-09T23:09:58.635778Z,76,4,"Istri Anang Hermansyah, Ashanty, dinyatakan positif COVID-19 dalam tes PCR SGTF. Tes ini merupakan salah satu deteksi awal varian Omicron.  https://t.co/Uu9ka7bvjY",2022-01-09T23:09:58.635778Z,1
,0,2022-01-09T22:58:34.632725Z,77,4,@f4kr0ls00d Apa? Omicron mati? Kasian kat bapa dia. Sampaikan takziah aku kat KJ.,2022-01-09T22:58:34.632725Z,1
,0,2022-01-09T23:10:10.127604Z,78,1,WHO mengingatkan orang ramai untuk tidak menganggap Omicron sebagai ringan  https://t.co/BKSifwuHqq,2022-01-09T23:10:10.127604Z,1
,0,2022-01-09T22:58:41.889753Z,79,1,Pemerintah menerbitkan panduan yang berisi langkah-langkah yang harus dilakukan bila tertular Covid-19 terutama varian Omicron. Apa saja?  https://t.co/JYe08CLDIe,2022-01-09T22:58:41.889753Z,1
,0,2022-01-09T22:58:46.838433Z,80,4,Kabar Baru Soal Omicron Buat Anda Pengguna Vaksin Sinovac  https://t.co/7PftbN153n,2022-01-09T22:58:46.838433Z,1
,0,2022-01-09T22:58:54.397477Z,81,3,Siapa yang menyebut gejala di Omicron lebih ringan dari alternatif sebelumnya?  https://t.co/hZoQ1qpwEN,2022-01-09T22:58:54.397477Z,1
,0,2022-01-09T22:57:20.424535Z,82,2,"@MrJooee @absolutia Yeps, bukan cuma ""omicron tidak seberbahaya delta"", tapi dampak dari peraturan yg akan dikeluarkan pemerintah. Ini aja kita baru ""bangun"" perekonomiannya, gakebayang kalo 2020 dimulai lagi. Yeps covid Gak hanya kita kena penyakit dan (alhamdulillah) sembuh..",2022-01-09T22:57:20.424535Z,1
,0,2022-01-09T22:57:26.468031Z,83,3,"Sudah 3 Kali Vaksin, Pria Ini Meninggal Dunia Setelah Terinfeksi Omicron  https://t.co/Fb9e359bYD #beritajogja #jogja #jogjaistimewa  https://t.co/l3vmeLSKTh",2022-01-09T22:57:26.468031Z,1
,0,2022-01-09T22:57:44.645226Z,84,2,"Kesimpulan sementaraku gini:   1. Ada kemungkinan kami kena varian Omicron (dilihat dari gejalanya). Kami jd ga ada mslh penciuman/pengecapan.  2. Meski fully vaccinated ttp kudu waspada.  3. Dibandingkan dgn yg sdh suntik booster, yg blm suntik booster mengalami demam tinggi.",2022-01-09T22:57:44.645226Z,1
,0,2022-01-09T22:57:51.685137Z,85,2,Ada mana² laporan tentang kematian di sebabkan Omicron ke? Aku tak perasan.,2022-01-09T22:57:51.685137Z,1
,0,2022-01-09T22:57:59.749642Z,86,2,"@iampuriw Orang-orang kaya liburan ke Turki, pulang bawa omicron nulari rakyat yang taat prokes. :(",2022-01-09T22:57:59.749642Z,1
,0,2022-01-09T22:58:08.485008Z,87,4,"Update Omicron, Amerika kemarin tambah 726 kasus, India 141rb, Australia 78rb, Argentina 110rb, Brazil 54rb, Philipina 21rb, Vienam 16rb, Belanda 34rb, Prancis 328rb, khusus Prancis muncul varian baru, namanya varian IHU 😱😱😰  https://t.co/c8H5vOcGxq",2022-01-09T22:58:08.485008Z,1
,0,2022-01-09T23:10:34.959588Z,88,4,#2 Ye betul 122 kes Omicron membabitkan jemaah umrah. Tapi bukan semua. Membabitkan juga pengembara lain. Dari Saudi 58% je. Boleh tengok screenshot fb DG Hisham.  https://t.co/TxXynR1Gmq,2022-01-09T23:10:34.959588Z,1
,0,2022-01-09T23:10:38.254495Z,89,4,"#1 Daripada 17 kes Omicron tanpa rekod vaksinasi, HANYA 1 kes je dari Arab Saudi. Tu aku dah tolong screenshot details 17 kes.  https://t.co/F9Xk0Ht8B3",2022-01-09T23:10:38.254495Z,1
,0,2022-01-09T23:10:41.462923Z,90,1,"Jangan anggap remeh! omicron gak berbahaya, cuman cepet aja nyebarnya, gejalanya ringan, santai aja wes.  hehhh, gelombang ketiga bisa terjadi gegara omicron, rumah sakit penuh nanti bisa chaos lagi. yok tetap Waspada jaga diri! #jagasesama   https://t.co/wtrUCPcOJR",2022-01-09T23:10:41.462923Z,1
,0,2022-01-09T23:10:54.563226Z,91,1,"Kementerian kesehatan RI menyatakan bahwa ada 16 orang warga negara Indonesia yang baru saja pulang dari Turki yang terkonfirmasi positif Covid-19 varian omicron, di antaranya adalah pesohor Ashanty dan keluarga besannya yang ikut dalam rombongan tersebut dan sudah isolasi.",2022-01-09T23:10:54.563226Z,1
,0,2022-01-09T23:10:58.623188Z,92,3,Tengo omicron ☠️,2022-01-09T23:10:58.623188Z,1
,0,2022-01-09T23:11:02.011391Z,93,4,"COVID-19: Jangan Pandang Remeh, Omicron Terus Mengganas  - @WHO     https://t.co/NB5LtoTFH6   @KKMPutrajaya @DGHisham  https://t.co/cvUdhNwDTd",2022-01-09T23:11:02.011391Z,1
,0,2022-01-09T23:11:08.343086Z,94,4,Senam Pagi Anti Omicron dan Corona  di SD Muh 1 Solo  https://t.co/cPeTONmlSE @ditpsd_dikbud @dikdasmenppmuh,2022-01-09T23:11:08.343086Z,1
,0,2022-01-09T23:11:16.398280Z,95,2,"@Askrlfess Dulu kalo abis keluar negeri dinamain covid, sekarang karena ada varian baru jadi dipakelah nama omicron",2022-01-09T23:11:16.398280Z,1
,0,2022-01-09T23:11:23.420816Z,96,2,@alextham878 Jangan jadi beban negara. Kelak kalau sampai omicron meledak di Indonesia. Nama Ashanty dan Halilintar bakal menjadi trending lho.,2022-01-09T23:11:23.420816Z,1
,0,2022-01-09T23:11:29.057469Z,97,3,"@viAtha_th @KemenkesRI jika omicron (mie kribo) dialami penerima vaksin lengkap harusnya hentikan memaksa vaksin pd masy, ini sih logika gw yg bukan org kesehatan ....",2022-01-09T23:11:29.057469Z,1
,0,2022-01-09T23:11:32.167557Z,98,4,Jadi sebenarnya bukan yang pi umrah la yang tak vaksin kan? Prosedur ketat kot yang nak pi umrah tu.  Omicron tu boleh jangkit ja kat sapa pon. Vax or unvax.  https://t.co/m3P713vBou,2022-01-09T23:11:32.167557Z,1
,0,2022-01-09T23:11:37.218118Z,99,2,"@KompasTV Alamat dirumahkan lagi, omicron naik terus😢",2022-01-09T23:11:37.218118Z,1
,0,2022-01-09T23:11:45.482334Z,100,4,Dah antivac pergi umrah pastu bawak balik omicron . May god bless you 🥲🤲🏻,2022-01-09T23:11:45.482334Z,1
,0,2022-01-09T23:21:18.731253Z,101,1,"Kami bergejala ringan bisa jd krn memang kenanya Omicron yg katanya gejalanya ringan, bisa jadi krn perlindungan vaksin jd gak kena gejala parah. Kami semua sudah fully vaccinated.  Dari kami ber-4 yg terkonfirmasi positif, yg pakai demam tinggi adlh yg blm sempat suntik booster.",2022-01-09T23:21:18.731253Z,1
,0,2022-01-09T23:21:25.043583Z,102,4,"Kasus Omicron terus bertambah, tak terkecuali di DKI. Dari 311 kasus varian Omicron, sebanyak 87,1 persen merupakan kasus impor dan sisanya transmisi lokal.  https://t.co/d5hVGGlQTT",2022-01-09T23:21:25.043583Z,1
,0,2022-01-09T23:21:29.483439Z,103,2,"Baru 5 hari PTM, kembali BDR sampai waktu tak ditentukan 😏  Omicron oh omicron",2022-01-09T23:21:29.483439Z,1
,0,2022-01-09T23:21:36.260700Z,104,2,"!upi padahal aku udah nahan buat ga jalan2 sama keluarga karna ada omicron, tp knp ya org2 pada jalan2 :(",2022-01-09T23:21:36.260700Z,1
,0,2022-01-09T23:21:46.245472Z,105,2,@corbuzier Awal covid heboh di luar2 sono respon pemerintah slow bet dah Sekarang ada lgi omicron iya omicron padahal tau lgi rame omicron eh org2 dibolehin ngejemput si omicron (akses bebas minim prokes) emng dabest,2022-01-09T23:21:46.245472Z,1
,0,2022-01-09T23:21:50.893776Z,106,3,"@musniumar Setuju banget, omicron tak berbahaya yang berhaya kadrun bin kampret",2022-01-09T23:21:50.893776Z,1
,0,2022-01-09T23:21:54.459396Z,107,2,"@Ayang_Utriza @nahdlatululama @BLMalay Wow keren, sayang skrg di Inggris sdg menggila Omicron.",2022-01-09T23:21:54.459396Z,1
,0,2022-01-09T23:21:57.221877Z,108,4,Daftar 14 Negara yang Warganya Dilarang Masuk ke Indonesia Terkait Varian Omicron  https://t.co/kw7VCMig8Q,2022-01-09T23:21:57.221877Z,1
,0,2022-01-09T23:22:00.351520Z,109,3,"Balik dikurung lagi, omicron anjing",2022-01-09T23:22:00.351520Z,1
,0,2022-01-09T23:22:04.592269Z,110,2,@Kemdikbud_RI kenapa pada saat omicron menanjak naik malah diwajibkan utk anak2 SD utk mulai PTM di sekolah ?,2022-01-09T23:22:04.592269Z,1
,0,2022-01-09T23:22:09.627989Z,111,2,"@zarazettirazr Akhirnya kewalahan sendiri membendung omicron, eh salah,  ikan bandeng",2022-01-09T23:22:09.627989Z,1
,0,2022-01-09T23:22:13.101327Z,112,4,"Rencana : COVID-19: Jangan Pandang Remeh, Omicron Terus Mengganas  - WHO read more:  https://t.co/TyqzlUdIhg #PerpaduanNegara #MalaysiaSejahtera  https://t.co/j04iy6rpgK",2022-01-09T23:22:13.101327Z,1
,0,2022-01-09T23:22:16.230946Z,113,1,Vaksin sinovac-sinophram mampu cegah kematian akibat omicron   #DukungPemulihanIndonesia  https://t.co/PxQWNOu4o6,2022-01-09T23:22:16.230946Z,1
,0,2022-01-09T23:22:28.223555Z,114,2,"Kayaknya krn Omicron ini cepat bgt menular. Dari semua yg makan bersama hari itu, pulang2 sebagian besar langsung meriang.  Skrg udah 4 orang yg terkonfirmasi positif. Yang lainnya ada yg negatif kayak Pak Jay, masih nunggu hasil tes, atau yg blm kasih update gmn keadaan mrk.",2022-01-09T23:22:28.223555Z,1
,0,2022-01-09T23:22:33.044110Z,115,4,Omicron: KKM siasat 17 kes jangkitan tiada rekod vaksinasi  https://t.co/2VjRxyXRdx  https://t.co/JJaMjpCUGg,2022-01-09T23:22:33.044110Z,1
,0,2022-01-09T23:22:38.364287Z,116,4,omicron safada puta,2022-01-09T23:22:38.364287Z,1
,0,2022-01-09T23:22:41.829460Z,117,2,"@hilopyuu bgus, omicron jg jdi alesan 👍",2022-01-09T23:22:41.829460Z,1
,0,2022-01-09T23:22:48.213355Z,118,3,@NovacN27 sebenarnya mrk percaya omicron benar virus yg terjadi krn alami atau disebar sengaja sih? mrk kan org² cerdas. utk semua org didunia 😒. maunya nurut NWO,2022-01-09T23:22:48.213355Z,1
,0,2022-01-09T23:22:53.459612Z,119,1,"Apa Yang Harus Kita Lakukan Untuk Hadapi Varian Omicron?  Pandemi Covid-19 harus ditangani dengan komitmen bersama serta dilakukan secara disiplin, kompak dan konsisten. Apa yang harus dilakukan?  https://t.co/PpKgR0kxyu",2022-01-09T23:22:53.459612Z,1
